ORGANIZATION,NODE_NAME,LATITUDE,LONGITUDE,CITY,STATE,COUNTRY,SOURCE,ASOF_DATE
HKBN Enterprise Solutions HK Limited,HKBN Edwick Industrial Center,22.304980895,114.185009317,Hong Kong,,HK,PeeringDB,2021-12-31
Defferrari Informática Ltda.,Defferrari - NHO-A01,-29.7096219698,-51.1399898698,Novo Hamburgo,Rio Grande do Sul,BR,PeeringDB,2021-12-31
INAP Holding LLC,INAP Boston,42.3299601431,-71.0700136736,Boston,Massachusetts,US,PeeringDB,2021-12-31
NetCaster Solutions,NetCaster,-20.7996231905,-49.3899674902,São José do Rio Preto,São Paulo,BR,PeeringDB,2021-12-31
Digital Realty,Digital Realty Tokyo - HND10,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Pit Bolivia Entidad Civil Sin Fines de Lucro,PIT Bolivia,-16.4979736137,-68.1499851905,La Paz,La Paz,BO,PeeringDB,2021-12-31
PT Mora Telematika Indonesia,Nusantara Data Center - Jakarta (Gedung),-6.17441770541,106.829437621,Jakarta,Jakarta Raya,ID,PeeringDB,2021-12-31
iHosting Servicios Internet Ltda.,ihosting Servicios Internet,-33.0299877739,-71.5399849871,Viña del Mar,Valparaíso,CL,PeeringDB,2021-12-31
Migtel Telecomunicações,Migtel Telecomunicacoes,-23.558679587,-46.6250199804,São Paulo,São Paulo,BR,PeeringDB,2021-12-31
DREAMLINE CO.,DREAMMARK1 Datacenter,37.4988889,126.7830556,Puch''on,Gyeonggi-do,KR,PeeringDB,2021-12-31
DREAMLINE CO.,DREAMMARK1 IDC,37.4988889,126.7830556,Puch''on,Gyeonggi-do,KR,PeeringDB,2021-12-31
Neutron LLC,Neutron - Coeur d''Alene,47.6780833121,-116.779445843,Coeur d''Alene,Idaho,US,PeeringDB,2021-12-31
EKT AG,Datacenter Thurgau,47.5679971657,9.10800050195,Frauenfeld,Thurgau,CH,PeeringDB,2021-12-31
Arrow Group Inc,Arrow Calgary DC2,51.0829917593,-114.079998212,Calgary,Alberta,CA,PeeringDB,2021-12-31
Saskatchewan Telecommunications,SaskTel Saskatoon North,52.1700313508,-106.669985394,Saskatoon,Saskatchewan,CA,PeeringDB,2021-12-31
PT Internetwork Komunikasi Indonesia,NTERNETWORK KOMUNIKASI INDONESIA,-6.17441770541,106.829437621,Jakarta,Jakarta Raya,ID,PeeringDB,2021-12-31
Neocarrier Communications SARL,High DC,46.9989991447,6.9229986154,Neuchâtel,Neuchâtel,CH,PeeringDB,2021-12-31
Provdotnet LLC,Prov.net 935,41.8211023143,-71.4149796973,Providence,Rhode Island,US,PeeringDB,2021-12-31
Myguru Online India Pvt Ltd,Myguru Vijayawada,16.5199593292,80.6300032134,Vijayawada,Andhra Pradesh,IN,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix MT1 - Montreal,45.4999992056,-73.5832969581,Montréal,Québec,CA,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix WI1 - Winnipeg,49.8829874869,-97.1659918638,Winnipeg,Manitoba,CA,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix VA1 - Vancouver,49.2734165841,-123.121644218,Vancouver,British Columbia,CA,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix TR5 - Toronto,43.6999798778,-79.4200207944,Toronto,Ontario,CA,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix SJ1 - Saint John,45.2670418488,-66.0766750505,Saint John,New Brunswick,CA,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix OT1 - Ottawa,45.4166967967,-75.7000153012,Ottawa,Ontario,CA,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix KA1 - Kamloops,50.6666605826,-120.333285768,Kamloops,British Columbia,CA,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix CL1 - Calgary,51.0829917593,-114.079998212,Calgary,Alberta,CA,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix CL2 - Calgary,51.0829917593,-114.079998212,Calgary,Alberta,CA,PeeringDB,2021-12-31
Ehinet Srl,Ehiweb.it Bologna,44.5004219758,11.3400207099,Bologna,Emilia-Romagna,IT,PeeringDB,2021-12-31
LYNET Kommunikation AG,LYNET Hamburg,53.5500246369,9.99999914413,Hamburg,Hamburg,DE,PeeringDB,2021-12-31
C1V di Cinzia Tocci,C1V Hosting DC,41.8959556265,12.4832584215,Rome,Lazio,IT,PeeringDB,2021-12-31
LYNET Kommunikation AG,LYNET Lübeck,53.8703926789,10.6699840888,Lübeck,Schleswig-Holstein,DE,PeeringDB,2021-12-31
PT. Jupiter Jala Arta,JupiterDC 01,-6.17441770541,106.829437621,Jakarta,Jakarta Raya,ID,PeeringDB,2021-12-31
PT. Jupiter Jala Arta,JupiterDC 02,-6.17441770541,106.829437621,Jakarta,Jakarta Raya,ID,PeeringDB,2021-12-31
PT. Jupiter Jala Arta,JupiterDC 03,-6.17441770541,106.829437621,Jakarta,Jakarta Raya,ID,PeeringDB,2021-12-31
SCSK Corporation,SCSK netXDC (SH1/SH2),NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
SCSK Corporation,SCSK netXDC (SI1/SI2),NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Sprint S.A.,Sprint Data Center,53.8000352164,20.4800312894,Olsztyn,Warmian-Masurian,PL,PeeringDB,2021-12-31
InterNexa Peru,Internexa Arequipa - Socabaya,18.0379980114,-71.7409975515,Pedernales,Pedernales,DO,PeeringDB,2021-12-31
eStruxture Data Centers Inc.,eStruxture VAN-3,49.2734165841,-123.121644218,Vancouver,British Columbia,CA,PeeringDB,2021-12-31
Trinity Technologies Ltd,Trinity Technologies DC Juba,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Telecom Egypt,Smart Village Data Center (B6/B7),30.0099886261,31.1900235583,El Giza,Al Jizah,EG,PeeringDB,2021-12-31
"Cogent Communications, Inc.",Cogent Atlanta,33.830013854,-84.3999493833,Atlanta,Georgia,US,PeeringDB,2021-12-31
HostPalace Web Solution Private Limited,HostPalace Suri Datacenter,23.6833333,86.9833333,Asansol,West Bengal,IN,PeeringDB,2021-12-31
Deenet Services Pvt Ltd,DeeNet Data Center Mangalore,12.9000252471,74.8499942616,Mangalore,Karnataka,IN,PeeringDB,2021-12-31
"QTnet, Inc.",QTnet Fukuoka Data Center 3(QD3),NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
PT. NAP Info Lintas Nusa,Matrix Data Center BM1 (MDC-BM1),1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2021-12-31
Ansluten Hosting i Sverige AB,Ansluten VXO DC,56.8836971223,14.8167077216,Växjö,Kronoberg,SE,PeeringDB,2021-12-31
Ansluten Hosting i Sverige AB,Ansluten KHN DC,56.2030021859,15.2960046109,Karlskrona,Blekinge,SE,PeeringDB,2021-12-31
Basin Street Properties - Tahoe - Reno,200 South Virginia - Reno,39.5299760122,-119.820009605,Reno,Nevada,US,PeeringDB,2021-12-31
CoreSite LLC,"CoreSite - Washington,DC (DC2)",38.8995493765,-77.0094185808,Washington DC,District of Columbia,US,PeeringDB,2021-12-31
CoreSite LLC,CoreSite - Los Angeles (LA3),33.9899782502,-118.179980511,Los Angeles,California,US,PeeringDB,2021-12-31
Sabay Digital (Cambodia),Sabay Digital - Chak Tomuk (MNV),11.5500301299,104.91663448,Phnom Penh,Phnom Penh,KH,PeeringDB,2021-12-31
Sabay Digital (Cambodia),Sabay Digital - Tonle Basak (KPH),11.5500301299,104.91663448,Phnom Penh,Phnom Penh,KH,PeeringDB,2021-12-31
AFR-IX Telecom,Barcelona Cable Landing Station,41.3832995799,2.18337031923,Barcelona,Cataluña,ES,PeeringDB,2021-12-31
Sabay Digital (Cambodia),Sabay Digital - Psa Depo (BSS),11.5500301299,104.91663448,Phnom Penh,Phnom Penh,KH,PeeringDB,2021-12-31
Networking Group 10 SA de CV,NGXDC01,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
LOTTE DATA COMMUNICATION COMPANY,Lotte Yongin,37.2577891226,127.010893106,Suwon,Gyeonggi-do,KR,PeeringDB,2021-12-31
LOTTE DATA COMMUNICATION COMPANY,KT Guro,37.4988889,126.7830556,Puch''on,Gyeonggi-do,KR,PeeringDB,2021-12-31
GDS Services Ltd,GDS Shenzhen San,22.5523705111,114.122123088,Shenzhen,Guangdong,CN,PeeringDB,2021-12-31
"Towngas Telecommunications Co., Ltd.",TGT Hong Kong Data Centre 2,22.304980895,114.185009317,Hong Kong,,HK,PeeringDB,2021-12-31
"Towngas Telecommunications Co., Ltd.",TGT Hong Kong Data Centre 1,22.304980895,114.185009317,Hong Kong,,HK,PeeringDB,2021-12-31
LWLcom GmbH,LWLcom Bremen BRE06,53.080001647,8.80002070988,Bremen,Bremen,DE,PeeringDB,2021-12-31
SecureData 365,SecureData 365,40.7988649689,-81.3786350929,Canton,Ohio,US,PeeringDB,2021-12-31
Tyna Host - Datacenter no Brasil,Tyna Host - Datacenter no Brasil,-21.1300422986,-42.3899813248,Muriaé,Minas Gerais,BR,PeeringDB,2021-12-31
DNSnetworks Corporation,DNSnetworks IDC3,45.4166967967,-75.7000153012,Ottawa,Ontario,CA,PeeringDB,2021-12-31
DNSnetworks Corporation,DNSnetworks IDC1,45.4166967967,-75.7000153012,Ottawa,Ontario,CA,PeeringDB,2021-12-31
DNSnetworks Corporation,DNSnetworks IDC4,25.7876106964,-80.2241060808,Miami,Florida,US,PeeringDB,2021-12-31
DNSnetworks Corporation,DNSnetworks IDC2,45.4999992056,-73.5832969581,Montréal,Québec,CA,PeeringDB,2021-12-31
AlexHost SRL,AlexHost Chisinau,47.0050236197,28.8577111397,Chișinău,Chisinau,MD,PeeringDB,2021-12-31
CtrlS Datacenters Ltd,CtrlS Hyderabad Hyperscale DC2,17.3999831329,78.4799535715,Hyderabad,Andhra Pradesh,IN,PeeringDB,2021-12-31
CtrlS Datacenters Ltd,CtrlS Mumbai Hyperscale DC2,69.635076227,18.9920252458,Tromsø,Troms,NO,PeeringDB,2021-12-31
CtrlS Datacenters Ltd,CtrlS Mumbai Hyperscale DC3,19.0169903757,72.8569892974,Mumbai,Maharashtra,IN,PeeringDB,2021-12-31
CtrlS Datacenters Ltd,CtrlS Hyderabad Hyperscale DC3,78.2166843864,15.5499962958,Longyearbyen,Svalbard,SJ,PeeringDB,2021-12-31
Park Naukowo-Technologiczny w Opolu Sp. z o.o.,PNT DATA CENTER,50.6849798778,17.9313496487,Opole,Opole,PL,PeeringDB,2021-12-31
GlobeNet Cabos Submarinos S.A.,Globenet Boca Raton CLS,26.2708370148,-80.2708215756,Coral Springs,Florida,US,PeeringDB,2021-12-31
Edge Data Centres Pty Ltd,LEDC NTL1 - Newcastle,-32.8453478813,151.815012166,Newcastle,New South Wales,AU,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,Keppel Data Centres | Keppel DC Singapore 2,1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,Keppel Data Centres | Keppel DC Singapore 3,1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,Keppel Data Centres | Keppel DC Singapore 5,1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,Keppel Data Centres | Keppel DC Johor 1,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,PCCW Global-Keppel International Carrier Exchange,22.304980895,114.185009317,Hong Kong,,HK,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,Keppel Data Centres | Gore Hill Data Centre,-33.9200109672,151.185179809,Sydney,New South Wales,AU,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,Keppel Data Centres | iSeek Data Centre,-27.4550309054,153.035092732,Brisbane,Queensland,AU,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,Keppel Data Centres | Cardiff Data Centre,51.4999947297,-3.22500756979,Cardiff,Cardiff,GB,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,Keppel Data Centres | Keppel DC Dublin 2,53.333061136,-6.24890568178,Dublin,Dublin,IE,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,Keppel Data Centres | Milan Data Centre,45.4699751984,9.20500890976,Milan,Lombardia,IT,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,Keppel Data Centres | Kelsterbach Data Centre,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,Keppel Data Centres | maincubes Data Centre,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,Keppel Data Centres | Huizhou Data Centre,23.07997235,114.399983275,Huizhou,Guangdong,CN,PeeringDB,2021-12-31
Keppel Data Centres Holding Pte Ltd,Keppel Data Centres | Basis Bay Data Centre,2.91401979462,101.70194698,Putrajaya,Selangor,MY,PeeringDB,2021-12-31
Aves Sp. z o.o.,ksiezyc.pl,51.7749908642,19.4513602282,Łódź,Lódz,PL,PeeringDB,2021-12-31
GLOBE DataCenter BV,GLOBE DataCenter Den Helder,52.3804319449,4.62999100609,Haarlem,Noord-Holland,NL,PeeringDB,2021-12-31
"Affordable Internet Services Online, Inc.",AISO Data Center,33.9419450063,-117.398038576,Riverside,California,US,PeeringDB,2021-12-31
GGEW net GmbH,GGEW-POP-SHS Bensheim,49.5003751822,8.47001501327,Mannheim,Baden-Württemberg,DE,PeeringDB,2021-12-31
GGEW net GmbH,GGEW-POP-SHM Bensheim,49.5003751822,8.47001501327,Mannheim,Baden-Württemberg,DE,PeeringDB,2021-12-31
Digital Telecom IX LLC,DTEL-IX K21,50.433367329,30.5166279691,Kiev,Kiev,UA,PeeringDB,2021-12-31
INSTALE TELECOM LTDA,SECRELNET INFORMATICA,-3.75001788444,-38.5799813248,Fortaleza,Ceará,BR,PeeringDB,2021-12-31
GlobalConnect Group,GlobalConnect Hørning 2,56.1572039989,10.2106839586,Århus,Midtjylland,DK,PeeringDB,2021-12-31
Chorus New Zealand Limited,Chorus Edgecentre - Otumoetai,-37.6964164279,176.153629374,Tauranga,Bay of Plenty,NZ,PeeringDB,2021-12-31
Chorus New Zealand Limited,Chorus Edgecentre - Wellington,-41.2999878537,174.783265859,Wellington,Manawatu-Wanganui,NZ,PeeringDB,2021-12-31
Chorus New Zealand Limited,Chorus Edgecentre - Avonhead,-43.5350215954,172.630023156,Christchurch,Canterbury,NZ,PeeringDB,2021-12-31
Softbank Corp.,Maruyama Cable Landing Station,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
AirTrunk Operating Pty Ltd,AirTrunk HKG1,22.304980895,114.185009317,Hong Kong,,HK,PeeringDB,2021-12-31
AirTrunk Operating Pty Ltd,AirTrunk SGP1,1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2021-12-31
DOKOM Gesellschaft für Telekommunikation mbH,DOKOM21 RZ Huckarde,51.5299670604,7.45002559269,Dortmund,Nordrhein-Westfalen,DE,PeeringDB,2021-12-31
Fortytwo24 Pty Ltd,42-24 Derwent Park,-42.8500085259,147.295029662,Hobart,Tasmania,AU,PeeringDB,2021-12-31
Internet eXchange Point of Nigeria Ltd.,interconnectnigeria Data Centre,4.8100022572,7.01000077173,Port Harcourt,Rivers,NG,PeeringDB,2021-12-31
Logon Broadband Pvt. Limited,Logon Broadband Karachi,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"Cloudata Indonesia, PT",Cloudata Indonesia DC,-6.17441770541,106.829437621,Jakarta,Jakarta Raya,ID,PeeringDB,2021-12-31
PremierDC Veri Merkezi A.S.,PremierDC Veri Merkezi A.S. - Istanbul,41.1049961538,29.0100015856,Istanbul,Istanbul,TR,PeeringDB,2021-12-31
"Connect Des Moines, LLC",Connect Des Moines,41.5799800812,-93.6199809181,Des Moines,Iowa,US,PeeringDB,2021-12-31
"Tonaquint Data Center, Inc.",Tonaquint Data Center - Boise ID,43.6085901073,-116.22748987,Boise,Idaho,US,PeeringDB,2021-12-31
Tigo Tanzania,TIGO DataCenter,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
T5 Data Centers,T5@Cleveland,41.4699867951,-81.6949982114,Cleveland,Ohio,US,PeeringDB,2021-12-31
T5 Data Centers,T5@Cincinnati,39.0840084015,-84.5085990822,Covington,Kentucky,US,PeeringDB,2021-12-31
T5 Data Centers,T5@Minneapolis,44.9799792674,-93.2517863381,Minneapolis,Minnesota,US,PeeringDB,2021-12-31
"Legacy Investing, LLC",4120 Lafayette Center Drive,38.8204327586,-77.0999815284,Alexandria,Virginia,US,PeeringDB,2021-12-31
PIT PERU S.A.C,Peru IX Arequipa - AQP1,-16.4199938773,-71.5300114356,Arequipa,Arequipa,PE,PeeringDB,2021-12-31
Selectel Ltd.,Berzarina Data Center,55.7521641226,37.6155228259,Moscow,Moskva,RU,PeeringDB,2021-12-31
Netmagic Solutions Pvt. Ltd.,Netmagic Chandivali - MUM DC06,19.0169903757,72.8569892974,Mumbai,Maharashtra,IN,PeeringDB,2021-12-31
Netmagic Solutions Pvt. Ltd.,Netmagic Chandivali - MUM DC07,19.0169903757,72.8569892974,Mumbai,Maharashtra,IN,PeeringDB,2021-12-31
"Cogent Communications, Inc.",Cogent Amsterdam,52.3804319449,4.62999100609,Haarlem,Noord-Holland,NL,PeeringDB,2021-12-31
Global Digital Management Solutions Co Ltd,GDMS LAO DC,17.9666927276,102.59998002,Vientiane,Vientiane [prefecture],LA,PeeringDB,2021-12-31
Cloud9 LTD,Cloud9 Datacenter 1,41.7250099885,44.7907954496,Tbilisi,Tbilisi,GE,PeeringDB,2021-12-31
Golden TMH Telecom Co. Ltd,Golden Myanmar Business Exchange,16.7833541046,96.1666776113,Rangoon,Yangon,MM,PeeringDB,2021-12-31
Sungard Availability Services,Sungard AS Elland TC4,53.8000352164,-1.74998132466,Bradford,West Yorkshire,GB,PeeringDB,2021-12-31
NHM - S.R.L.,Belvedere DC,40.8400252473,14.2450113512,Naples,Campania,IT,PeeringDB,2021-12-31
MAXXNET,MAXXNET,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
AceHost,AceHost Tampa,27.9469879344,-82.4586208514,Tampa,Florida,US,PeeringDB,2021-12-31
Alpha Technologies Inc.,Alpha Technologies DC1,38.3497379751,-81.6327281105,Charleston,West Virginia,US,PeeringDB,2021-12-31
3S S.A.,3S Data Center Warsaw,52.2500006298,20.9999995511,Warsaw,Masovian,PL,PeeringDB,2021-12-31
Lanka Bell Limited,Lanka Bell Limited,6.93196575818,79.8577506093,Colombo,Colombo,LK,PeeringDB,2021-12-31
Directlink Technologies Corp.,Direct LTx Reading,40.0377744741,-76.3057664405,Lancaster,Pennsylvania,US,PeeringDB,2021-12-31
Getlinks (SMC-Private) Limited,Getlinks Multan,30.1999770294,71.4550076893,Multan,Punjab,PK,PeeringDB,2021-12-31
Internet á Íslandi hf,RIX-MH,64.1500236197,-21.9500144872,Reykjavík,Suðurnes,IS,PeeringDB,2021-12-31
IPSYSTEM S.A,IPSyS TELECOM,12.3703159779,-1.5247237563,Ouagadougou,Kadiogo,BF,PeeringDB,2021-12-31
ILK Internet GmbH,ILK Datacenter TPK2 Karlsruhe,48.9999922883,8.39999344751,Karlsruhe,Baden-Württemberg,DE,PeeringDB,2021-12-31
PE Vizit-Service,Vizit-net,49.0835272411,33.4296284574,Kremenchuk,Poltava,UA,PeeringDB,2021-12-31
Usman Internet Service Provider Private Limited,Usman ISP Bhalwal Datacentre,32.0853658234,72.6749849028,Sargodha,Punjab,PK,PeeringDB,2021-12-31
Keliweb S.R.L,Keliweb DC2,38.9003761994,16.6000097236,Catanzaro,Calabria,IT,PeeringDB,2021-12-31
TELCONET S. A. Argentina,TELCONET Buenos Aires,-34.6025016085,-58.3975313737,Buenos Aires,Ciudad de Buenos Aires,AR,PeeringDB,2021-12-31
GELSEN-NET Kommunikationsgesellschaft mbH,GELSEN-NET DC Resse,51.4499977815,7.01661535506,Essen,Nordrhein-Westfalen,DE,PeeringDB,2021-12-31
Mila ehf.,Ármúli 25,64.1500236197,-21.9500144872,Reykjavík,Suðurnes,IS,PeeringDB,2021-12-31
Infortel Telecomunicacoes Eireli,IDC  Infortel,-16.4296056937,-39.0800283219,Porto Seguro,Bahia,BR,PeeringDB,2021-12-31
VERIXI SA,VERIXI Louise DC,50.8333170767,4.3333166083,Brussels,Brussels,BE,PeeringDB,2021-12-31
Lincoln Rackhouse,Lincoln Rackhouse Kansas City,39.1135805169,-94.6301463771,Kansas City,Kansas,US,PeeringDB,2021-12-31
Lincoln Rackhouse,Lincoln Rackhouse Atlanta,33.830013854,-84.3999493833,Atlanta,Georgia,US,PeeringDB,2021-12-31
Lincoln Rackhouse,Lincoln Rackhouse London,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,PeeringDB,2021-12-31
Cibicom A/S,Cibicom Datacenter Aarhus,56.1572039989,10.2106839586,Århus,Midtjylland,DK,PeeringDB,2021-12-31
Cibicom A/S,Cibicom Datacenter Ballerup,55.6785641904,12.5634857473,København,Hovedstaden,DK,PeeringDB,2021-12-31
ICT CANADA,ICT Canada,43.4499951366,-80.5000065528,Kitchener,Ontario,CA,PeeringDB,2021-12-31
Victory Technology Center,Victory Technology Center,42.8799782502,-78.8800020769,Buffalo,New York,US,PeeringDB,2021-12-31
Whipcord Ltd.,Whipcord  Lethbridge,49.7004921662,-112.833278444,Lethbridge,Alberta,CA,PeeringDB,2021-12-31
ATC HOLDING FIBRA MEXICO,ATC Edge CDMX/E1,19.4424424428,-99.1309882017,Mexico City,Distrito Federal,MX,PeeringDB,2021-12-31
ATC HOLDING FIBRA MEXICO,ATC Edge CDMX/E2,19.4424424428,-99.1309882017,Mexico City,Distrito Federal,MX,PeeringDB,2021-12-31
ATC HOLDING FIBRA MEXICO,ATC Edge SLP/E1,22.1699762156,-100.999995567,San Luis Potosí,San Luis Potosí,MX,PeeringDB,2021-12-31
ATC HOLDING FIBRA MEXICO,ATC Edge COR/E1,18.9203812856,-96.9199862079,Córdoba,Veracruz,MX,PeeringDB,2021-12-31
PT Herza Digital Indonesia,Herza DC - Tifa,-6.17441770541,106.829437621,Jakarta,Jakarta Raya,ID,PeeringDB,2021-12-31
JDC Data LLC,Heartland Technology Data Center,42.4931543163,-92.342797894,Waterloo,Iowa,US,PeeringDB,2021-12-31
ATC HOLDING FIBRA MEXICO,ATC Edge TIJ/E1,32.5000175161,-117.079995974,Tijuana,Baja California,MX,PeeringDB,2021-12-31
ATC HOLDING FIBRA MEXICO,ATC Edge TOL/E1,19.3303820994,-99.6699992287,Toluca,México,MX,PeeringDB,2021-12-31
ATC HOLDING FIBRA MEXICO,ATC Edge AGS/E1,21.8794599241,-102.290413469,Aguascalientes,Aguascalientes,MX,PeeringDB,2021-12-31
PT. CBN Nusantara (NEX Datacenter),NEX Datacenter (NEX-JK2) Jakarta,-6.17441770541,106.829437621,Jakarta,Jakarta Raya,ID,PeeringDB,2021-12-31
ATC HOLDING FIBRA MEXICO,ATC Edge LEON/E1,21.149986795,-101.700030357,León,Guanajuato,MX,PeeringDB,2021-12-31
ATC HOLDING FIBRA MEXICO,ATC Edge LEON/E2,21.149986795,-101.700030357,León,Guanajuato,MX,PeeringDB,2021-12-31
ATC HOLDING FIBRA MEXICO,ATC Edge LEON/E3,21.149986795,-101.700030357,León,Guanajuato,MX,PeeringDB,2021-12-31
ATC HOLDING FIBRA MEXICO,ATC Edge GDL/E1,20.6700160919,-103.330034222,Guadalajara,Jalisco,MX,PeeringDB,2021-12-31
icolo Ltd,icolo.io Mombasa Two (MBA2),-4.04002602246,39.6899181709,Mombasa,Coast,KE,PeeringDB,2021-12-31
icolo Ltd,icolo.io Maputo One (MPM1),-25.9552774874,32.5891629626,Maputo,Maputo,MZ,PeeringDB,2021-12-31
ATC HOLDING FIBRA MEXICO,ATC Edge AGS/E2,21.8794599241,-102.290413469,Aguascalientes,Aguascalientes,MX,PeeringDB,2021-12-31
senseLAN GmbH,senseLAN B20,46.80000008,7.14999652234,Fribourg,Fribourg,CH,PeeringDB,2021-12-31
Digital Parks Africa (PTY) LTD,Digital Parks - Samrand,-25.7069205538,28.2294290758,Pretoria,Gauteng,ZA,PeeringDB,2021-12-31
Proximus NV,Proximus Netcenter,50.8333170767,4.3333166083,Brussels,Brussels,BE,PeeringDB,2021-12-31
Proximus NV,Proximus Netcenter 2,50.8333170767,4.3333166083,Brussels,Brussels,BE,PeeringDB,2021-12-31
China Mobile International Limited,China Mobile International - Singapore DC,1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2021-12-31
CyrusOne,CyrusOne London III,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,PeeringDB,2021-12-31
CyrusOne,CyrusOne London IV,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,PeeringDB,2021-12-31
CyrusOne,CyrusOne London V,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,PeeringDB,2021-12-31
China Mobile International Limited,China Mobile International - London DC,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,PeeringDB,2021-12-31
China Mobile International Limited,China Mobile International - Frankfurt DC,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,PeeringDB,2021-12-31
365 Data Centers,365 Data Centers New Jersey (NJ1),40.2169625031,-74.7433553484,Trenton,New Jersey,US,PeeringDB,2021-12-31
Blix Solutions AS,Blix BDC Oslo,59.9166902864,10.749979206,Oslo,Oslo,NO,PeeringDB,2021-12-31
DataLabs (T) Ltd,Datalabs Dar es Salaam,-6.80001259474,39.2683418363,Dar es Salaam,Dar-Es-Salaam,TZ,PeeringDB,2021-12-31
Sunday Network (Hong Kong) Ltd.,Sunday Network (Hong Kong) Ltd,22.304980895,114.185009317,Hong Kong,,HK,PeeringDB,2021-12-31
DOKOM Gesellschaft für Telekommunikation mbH,DOKOM21 RZ Hörde,51.5299670604,7.45002559269,Dortmund,Nordrhein-Westfalen,DE,PeeringDB,2021-12-31
Lane Council Of Governments,LCOG Park Place,44.0500101919,-123.100016115,Eugene,Oregon,US,PeeringDB,2021-12-31
TNT Properties Inc.,Amarillo Petroleum Building,35.2299800812,-101.829996584,Amarillo,Texas,US,PeeringDB,2021-12-31
"Cogent Communications, Inc.",Cogent London CDC,51.4999947297,-0.11672184386,London,Westminster,GB,PeeringDB,2021-12-31
Entire Cable And Broadband Opc Private Limited,AMBER SINGH,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Bluebird Network,Bluebird Quad Cities Data Center,41.4933962189,-90.5346136899,Rock Island,Illinois,US,PeeringDB,2021-12-31
North Central Kansas Community Network Co.,Beloit-NOC,38.8246702261,-97.6071794045,Salina,Kansas,US,PeeringDB,2021-12-31
Polcom Sp. z o.o.,Polcom Alwernia Datacenter,50.0599792675,19.9600113512,Kraków,Lesser Poland,PL,PeeringDB,2021-12-31
Polcom Sp. z o.o.,Polcom Skawina Datacenter,50.0599792675,19.9600113512,Kraków,Lesser Poland,PL,PeeringDB,2021-12-31
Digital Realty,Digital Realty Osaka - KIX12,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
BendTel,BendTel,44.0719209992,-121.309996177,Bend,Oregon,US,PeeringDB,2021-12-31
Aqua Ray,Aqua Ray Aurora,48.8666929312,2.33333532574,Paris,Île-de-France,FR,PeeringDB,2021-12-31
Cloudpath LLC,Cloudpath CT2 (1351 Washington Blvd),41.0533455598,-73.5391911231,Stamford,Connecticut,US,PeeringDB,2021-12-31
