IP_ADDR,GEOGRAPHY_INFERENCE
197.219.195.1,
134.222.93.67,Amsterdam-NL
145.255.202.1,
202.97.95.165,
222.176.44.30,
119.84.60.1,
185.221.80.1,
87.245.245.83,
87.245.245.81,
194.146.219.166,
193.19.214.1,
38.142.153.202,Miami-US
38.142.153.202,Bogota-CO
38.142.153.202,Sao Paulo-BR
38.142.153.202,Rio de Janeiro-BR
46.33.71.18,
171.102.250.130,
171.102.46.206,
80.81.193.220,Frankfurt-DE
92.61.243.74,Frankfurt-DE
63.223.9.122,
220.228.20.66,
220.228.172.26,
113.196.243.1,
62.141.67.242,
213.220.24.1,
154.54.87.54,
157.238.155.98,
198.5.254.1,
103.54.148.70,
216.66.85.122,
195.68.203.213,
182.16.118.1,
195.170.178.244,
67.16.145.117,Porto Alegre-BR
189.125.255.82,Porto Alegre-BR
89.221.42.205,
63.217.16.58,
114.198.144.65,
114.198.128.74,
202.124.131.1,
119.30.106.6,
119.30.106.122,
202.163.124.58,
202.163.124.57,
50.64.16.1,
184.105.63.98,Atlanta-US
87.234.14.205,Frankfurt-DE
80.81.195.26,Frankfurt-DE
206.53.202.6,Frankfurt-DE
206.53.202.6,Amsterdam-NL
206.53.202.6,Stockholm-SE
118.143.224.214,London-GB
118.143.224.214,Hong Kong-HK
218.189.12.66,London-GB
218.189.12.66,Hong Kong-HK
149.14.74.66,
80.90.16.20,
50.7.198.1,
110.93.252.199,
110.93.204.10,
116.58.97.67,
102.129.153.1,
199.100.0.226,
200.189.63.1,
200.189.63.180,
200.189.63.173,
187.16.218.75,
177.21.238.6,
177.38.239.78,
177.38.232.30,
77.21.12.1,
62.115.175.213,
182.79.203.233,Amsterdam-NL
182.79.203.233,Frankfurt-DE
125.17.126.30,Amsterdam-NL
125.17.126.30,Frankfurt-DE
89.46.144.72,Miami-US
89.46.144.72,Sao Paulo-BR
89.46.144.72,Rio de Janeiro-BR
83.141.61.242,Frankfurt-DE
83.141.61.242,Amsterdam-NL
83.141.61.242,Berlin-DE
83.141.61.242,Hamburg-DE
83.141.61.242,Dusseldorf-DE
89.202.98.2,Munich-DE
89.202.34.210,Munich-DE
80.81.192.15,Frankfurt-DE
95.131.96.190,Frankfurt-DE
81.92.175.77,Munich-DE
81.92.174.78,Munich-DE
80.72.129.186,Vienna-AT
80.72.129.186,Zurich-CH
195.34.183.182,Frankfurt-DE
87.230.115.5,Frankfurt-DE
87.230.115.5,Dusseldorf-DE
149.6.141.166,Munich-DE
89.202.98.21,Munich-DE
89.202.34.214,Munich-DE
62.214.38.117,Frankfurt-DE
5.230.3.18,Frankfurt-DE
5.230.2.98,Frankfurt-DE
94.103.161.202,Berlin-DE
94.103.161.202,Frankfurt-DE
213.198.52.34,Munich-DE
85.119.200.86,Frankfurt-DE
92.79.214.57,Frankfurt-DE
188.111.145.90,Frankfurt-DE
80.81.193.172,Frankfurt-DE
195.34.183.242,Frankfurt-DE
80.81.193.234,Munich-DE
62.214.38.119,Frankfurt-DE
62.214.38.186,Frankfurt-DE
193.189.82.175,Frankfurt-DE
62.214.34.225,Frankfurt-DE
62.214.34.225,Dusseldorf-DE
201.16.20.19,
201.16.20.109,
186.211.176.174,
189.1.4.1,
203.219.107.218,
203.221.186.126,
203.194.30.1,
213.178.75.4,Frankfurt-DE
80.81.195.210,Frankfurt-DE
91.213.56.203,Frankfurt-DE
80.81.193.100,Frankfurt-DE
217.24.235.161,Frankfurt-DE
80.81.195.164,Frankfurt-DE
109.104.42.164,
217.69.228.137,
212.122.41.145,
62.115.53.194,Frankfurt-DE
194.113.216.22,Frankfurt-DE
81.17.112.47,Nurnberg-DE
185.41.104.66,Vienna-AT
185.41.104.66,Milan-IT
185.41.104.70,Hamburg-DE
185.41.104.70,Dusseldorf-DE
217.24.235.170,Frankfurt-DE
81.17.112.97,Frankfurt-DE
62.214.36.163,Dusseldorf-DE
217.71.96.34,New York-US
217.71.96.34,Frankfurt-DE
217.71.96.34,Hong Kong-HK
217.71.96.34,Stuttgart-DE
217.71.96.34,San Jose-US
217.71.96.34,London-GB
217.71.96.34,Los Angeles-US
217.71.96.34,Dusseldorf-DE
217.71.96.34,Singapore-SG
217.71.101.42,Dusseldorf-DE
88.79.16.113,Amsterdam-NL
88.79.16.113,Dusseldorf-DE
82.82.1.82,Amsterdam-NL
82.82.1.82,Dusseldorf-DE
80.81.192.91,Amsterdam-NL
217.243.219.132,Frankfurt-DE
62.214.38.47,Hamburg-DE
62.214.38.47,Frankfurt-DE
178.251.92.244,Frankfurt-DE
80.81.192.250,Frankfurt-DE
80.81.192.240,Frankfurt-DE
44.190.23.70,Frankfurt-DE
193.189.82.117,Frankfurt-DE
89.107.64.114,Frankfurt-DE
193.189.82.143,Frankfurt-DE
62.115.161.111,New York-US
62.115.161.111,Amsterdam-NL
62.115.161.111,Zurich-CH
62.115.161.111,Moscow-RU
62.115.161.111,Tallinn-EE
62.115.161.111,Berlin-DE
62.115.161.111,Miami-US
62.115.161.111,Riga-LV
62.115.161.111,Zwolle-NL
62.115.161.111,Dublin-IE
62.115.161.111,Johannesburg-ZA
62.115.161.111,London-GB
62.115.161.111,Munich-DE
62.115.161.111,Bratislava-SK
62.115.161.111,Milan-IT
62.115.161.111,Frankfurt-DE
62.115.161.111,Manchester-GB
62.115.161.111,Hamburg-DE
62.115.161.111,Dusseldorf-DE
62.115.161.111,Singapore-SG
62.91.0.100,Frankfurt-DE
62.91.18.26,Frankfurt-DE
109.104.61.52,Frankfurt-DE
193.189.82.27,Frankfurt-DE
82.96.89.221,Frankfurt-DE
193.189.82.55,Frankfurt-DE
212.7.161.200,Frankfurt-DE
212.7.161.200,Dusseldorf-DE
80.81.195.86,Frankfurt-DE
217.145.96.23,Frankfurt-DE
217.24.235.158,Frankfurt-DE
217.24.236.33,Frankfurt-DE
212.18.205.109,Frankfurt-DE
88.217.151.31,Frankfurt-DE
212.204.91.122,Frankfurt-DE
193.189.82.42,Frankfurt-DE
80.95.152.218,Bratislava-SK
80.95.152.218,Prague-CZ
80.95.152.218,Brno-CZ
212.6.87.70,Frankfurt-DE
62.80.99.6,New York-US
62.80.99.6,Hong Kong-HK
62.80.99.6,Frankfurt-DE
62.80.99.6,Stuttgart-DE
62.80.99.6,San Jose-US
62.80.99.6,London-GB
62.80.99.6,Los Angeles-US
62.80.99.6,Singapore-SG
81.95.2.54,Frankfurt-DE
5.230.3.46,Frankfurt-DE
212.7.161.204,Frankfurt-DE
80.81.192.137,Frankfurt-DE
82.98.224.106,Berlin-DE
82.98.224.106,Amsterdam-NL
80.81.192.53,
109.236.144.65,
109.236.144.20,Frankfurt-DE
109.236.159.166,
80.81.192.133,Frankfurt-DE
82.96.89.217,Frankfurt-DE
80.81.195.18,Frankfurt-DE
82.96.89.182,Frankfurt-DE
5.147.252.250,New York-US
5.147.252.250,Amsterdam-NL
5.147.252.250,Miami-US
5.147.252.250,San Jose-US
5.147.252.250,Chicago-US
213.198.77.122,Frankfurt-DE
80.157.131.238,Frankfurt-DE
217.239.41.126,Vienna-AT
217.239.41.126,Frankfurt-DE
217.239.41.126,Zurich-CH
217.239.41.126,Berlin-DE
217.239.41.126,Dusseldorf-DE
92.79.214.107,Frankfurt-DE
145.253.15.126,Frankfurt-DE
58.138.101.162,Frankfurt-DE
58.138.101.162,Munich-DE
58.138.101.162,Nurnberg-DE
202.232.12.18,Frankfurt-DE
202.232.12.18,Munich-DE
202.232.12.18,Nurnberg-DE
88.217.151.42,Frankfurt-DE
212.6.114.21,Frankfurt-DE
92.79.214.105,Berlin-DE
92.79.214.105,Frankfurt-DE
92.79.214.105,Paris-FR
80.81.193.77,Amsterdam-NL
80.81.193.218,
46.33.91.126,Vienna-AT
46.33.91.126,Geneva-CH
46.33.91.126,Tokyo-JP
46.33.91.126,Frankfurt-DE
46.33.91.126,Brussels-BE
46.33.91.126,Dresden-DE
46.33.91.126,Amsterdam-NL
46.33.91.126,Budapest-HU
46.33.91.126,Basel-CH
46.33.91.126,Dublin-IE
46.33.91.126,Berlin-DE
46.33.91.126,Chicago-US
46.33.91.126,Munich-DE
46.33.91.126,Hamburg-DE
46.33.91.126,Dusseldorf-DE
213.172.98.69,Frankfurt-DE
85.220.145.218,Frankfurt-DE
85.220.145.218,Dusseldorf-DE
185.115.175.251,Nurnberg-DE
80.81.193.58,Frankfurt-DE
109.104.61.164,Amsterdam-NL
80.81.193.111,Frankfurt-DE
87.234.14.179,
212.202.76.199,
81.17.112.83,Nurnberg-DE
62.214.141.155,Frankfurt-DE
80.81.192.58,Frankfurt-DE
213.218.30.129,Frankfurt-DE
84.254.127.81,Frankfurt-DE
185.171.47.249,Frankfurt-DE
80.249.209.74,Frankfurt-DE
212.37.62.97,Frankfurt-DE
80.81.196.12,Frankfurt-DE
80.81.192.49,Frankfurt-DE
62.104.191.196,Frankfurt-DE
217.24.235.177,Frankfurt-DE
62.154.0.81,Vienna-AT
217.239.45.218,Frankfurt-DE
217.239.45.218,Amsterdam-NL
217.239.45.218,Zwolle-NL
62.104.191.194,Frankfurt-DE
80.81.194.25,Frankfurt-DE
46.232.184.113,Frankfurt-DE
80.81.203.31,Dusseldorf-DE
62.141.47.187,Dusseldorf-DE
89.163.136.3,Dusseldorf-DE
62.115.145.245,New York-US
62.115.145.245,Amsterdam-NL
62.115.145.245,Zurich-CH
62.115.145.245,Chicago-US
62.115.145.245,Prague-CZ
62.115.145.245,Moscow-RU
62.115.145.245,Los Angeles-US
62.115.145.245,Seattle-US
62.115.145.245,Stockholm-SE
62.115.145.245,Kobenhavn-DK
62.115.145.245,Tallinn-EE
62.115.145.245,Paris-FR
62.115.145.245,Berlin-DE
62.115.145.245,Madrid-ES
62.115.145.245,Vienna-AT
62.115.145.245,Miami-US
62.115.145.245,Riga-LV
62.115.145.245,Marseille-FR
62.115.145.245,Zwolle-NL
62.115.145.245,Dublin-IE
62.115.145.245,Johannesburg-ZA
62.115.145.245,London-GB
62.115.145.245,Munich-DE
62.115.145.245,Bratislava-SK
62.115.145.245,Warsaw-PL
62.115.145.245,Milan-IT
62.115.145.245,Frankfurt-DE
62.115.145.245,Reading-GB
62.115.145.245,Manchester-GB
62.115.145.245,Dallas-US
62.115.145.245,Hamburg-DE
62.115.145.245,Dusseldorf-DE
62.115.145.245,Singapore-SG
80.81.203.1,Hamburg-DE
212.12.32.16,Frankfurt-DE
212.12.32.16,Hamburg-DE
12.122.148.129,
206.121.44.118,
171.49.160.1,
173.22.227.1,
178.92.164.1,
38.88.164.42,
151.101.4.1,
213.242.118.178,
89.228.4.4,
176.221.97.38,
79.104.253.11,Stockholm-SE
195.218.255.250,Stockholm-SE
194.59.190.63,Frankfurt-DE
185.39.20.234,Frankfurt-DE
80.81.192.132,Frankfurt-DE
80.81.193.35,Frankfurt-DE
194.113.216.17,Frankfurt-DE
194.113.216.17,Dusseldorf-DE
194.146.118.144,Frankfurt-DE
185.171.47.243,Frankfurt-DE
212.74.72.15,
213.61.142.102,
213.183.192.65,
80.157.130.129,
217.5.116.246,
62.67.18.42,
194.182.192.26,
194.182.192.9,
217.239.44.154,Frankfurt-DE
87.190.233.102,Frankfurt-DE
194.25.211.107,Frankfurt-DE
213.172.120.90,Frankfurt-DE
171.33.189.203,Frankfurt-DE
171.33.189.203,Dusseldorf-DE
109.73.30.134,Frankfurt-DE
109.73.30.134,Dusseldorf-DE
193.138.31.24,Frankfurt-DE
193.138.31.24,Stuttgart-DE
193.138.31.24,Berlin-DE
193.138.31.24,Munich-DE
193.138.31.24,Dusseldorf-DE
217.239.44.26,Frankfurt-DE
141.136.96.62,Frankfurt-DE
194.146.118.1,Frankfurt-DE
213.211.195.250,Berlin-DE
217.239.44.134,Frankfurt-DE
217.239.44.134,Munich-DE
217.239.44.134,Dusseldorf-DE
80.81.195.253,Frankfurt-DE
193.178.185.31,Berlin-DE
4.26.0.126,
198.176.63.1,
185.200.158.136,
185.200.158.201,
31.13.233.1,
38.122.58.106,
185.208.211.1,
217.29.67.20,Milan-IT
80.81.194.225,Frankfurt-DE
213.135.0.121,Frankfurt-DE
212.18.6.153,Frankfurt-DE
212.114.219.78,Frankfurt-DE
212.34.78.78,Frankfurt-DE
188.1.245.14,
134.96.1.2,
185.39.20.118,Frankfurt-DE
185.6.96.22,Frankfurt-DE
194.146.118.59,Frankfurt-DE
213.95.14.25,Frankfurt-DE
62.128.0.93,Berlin-DE
62.128.0.246,Berlin-DE
213.95.26.19,Berlin-DE
185.22.223.30,Berlin-DE
185.22.223.30,Nurnberg-DE
212.18.6.155,Frankfurt-DE
188.1.241.186,
82.195.67.78,Frankfurt-DE
82.195.67.78,Amsterdam-NL
82.195.67.78,London-GB
85.31.8.51,Vienna-AT
85.31.8.51,Munich-DE
80.81.194.169,Frankfurt-DE
129.143.200.46,Frankfurt-DE
185.138.55.11,Frankfurt-DE
185.138.55.11,Dusseldorf-DE
193.189.82.190,Vienna-AT
193.189.82.190,Dusseldorf-DE
193.189.82.190,Frankfurt-DE
193.189.82.190,Amsterdam-NL
193.189.82.190,Davenport-US
193.189.82.190,Hamburg-DE
193.189.82.190,Minneapolis-US
193.189.82.190,Los Angeles-US
193.189.82.190,Winnipeg-CA
193.189.82.190,Berlin-DE
62.115.10.71,New York-US
62.115.10.71,Amsterdam-NL
62.115.10.71,Zurich-CH
62.115.10.71,Moscow-RU
62.115.10.71,Seattle-US
62.115.10.71,Tallinn-EE
62.115.10.71,Berlin-DE
62.115.10.71,Vienna-AT
62.115.10.71,Miami-US
62.115.10.71,Riga-LV
62.115.10.71,Zwolle-NL
62.115.10.71,Johannesburg-ZA
62.115.10.71,London-GB
62.115.10.71,Munich-DE
62.115.10.71,Bratislava-SK
62.115.10.71,Milan-IT
62.115.10.71,Frankfurt-DE
62.115.10.71,Manchester-GB
62.115.10.71,Hamburg-DE
62.115.10.71,Dusseldorf-DE
62.115.10.71,Singapore-SG
185.146.230.69,Frankfurt-DE
82.195.67.178,Vienna-AT
82.195.67.178,Stockholm-SE
82.195.67.178,Frankfurt-DE
82.195.67.178,Amsterdam-NL
82.195.67.178,Zwolle-NL
82.195.67.178,London-GB
82.195.67.178,Munich-DE
195.219.148.22,Phoenix-US
195.219.148.22,Queretaro-MX
195.219.148.22,Milan-IT
195.219.148.22,Frankfurt-DE
195.219.148.22,Taipei-TW
195.219.148.22,Seattle-US
195.219.148.22,Toronto-CA
195.219.148.22,Jacksonville-US
195.219.148.22,Laredo-US
195.219.148.22,Sao Paulo-BR
195.219.148.22,Johannesburg-ZA
195.219.148.22,Atlanta-US
195.219.148.22,Sydney-AU
195.219.148.22,McAllen-US
80.81.195.125,Frankfurt-DE
185.173.76.9,Frankfurt-DE
80.81.192.20,Dusseldorf-DE
212.86.192.3,Dusseldorf-DE
87.234.14.3,
92.201.217.237,
212.63.89.38,Frankfurt-DE
185.66.195.0,Berlin-DE
185.66.195.0,Frankfurt-DE
194.9.117.77,Berlin-DE
194.9.117.77,Frankfurt-DE
149.14.102.58,Frankfurt-DE
149.6.158.50,
194.146.118.166,Frankfurt-DE
81.173.192.117,Frankfurt-DE
84.254.127.62,Frankfurt-DE
217.71.219.98,Frankfurt-DE
46.16.72.198,Frankfurt-DE
213.172.98.73,Frankfurt-DE
87.234.14.177,
212.202.76.197,
195.2.25.10,Frankfurt-DE
195.2.30.25,Frankfurt-DE
109.75.179.242,Frankfurt-DE
217.239.46.254,Vienna-AT
217.239.46.254,Frankfurt-DE
217.239.46.254,Zurich-CH
217.239.46.254,Dusseldorf-DE
217.0.197.74,Vienna-AT
217.0.197.74,Frankfurt-DE
217.0.197.74,Zurich-CH
217.0.197.74,Dusseldorf-DE
68.11.12.1,
72.203.204.6,
62.115.45.215,Belgrade-RS
62.115.45.215,San Francisco-US
62.115.45.215,Omaha-US
62.115.45.215,St. Louis-US
62.115.45.215,New York-US
62.115.45.215,Nashville-US
62.115.45.215,Boston-US
62.115.45.215,Indianapolis-US
62.115.45.215,Portland-US
62.115.45.215,Amsterdam-NL
62.115.45.215,Zurich-CH
62.115.45.215,Sacramento-US
62.115.45.215,San Jose-US
62.115.45.215,Kiev-UA
62.115.45.215,Moscow-RU
62.115.45.215,Stockholm-SE
62.115.45.215,Kobenhavn-DK
62.115.45.215,Helsinki-FI
62.115.45.215,Tampa-US
62.115.45.215,Tallinn-EE
62.115.45.215,Valencia-ES
62.115.45.215,Berlin-DE
62.115.45.215,McAllen-US
62.115.45.215,Gillette-US
62.115.45.215,Phoenix-US
62.115.45.215,Vienna-AT
62.115.45.215,Queretaro-MX
62.115.45.215,Nurnberg-DE
62.115.45.215,Richmond-US
62.115.45.215,Pittsburgh-US
62.115.45.215,Montreal-CA
62.115.45.215,Salt Lake City-US
62.115.45.215,Riga-LV
62.115.45.215,Miami-US
62.115.45.215,Zwolle-NL
62.115.45.215,Laredo-US
62.115.45.215,Dublin-IE
62.115.45.215,Johannesburg-ZA
62.115.45.215,London-GB
62.115.45.215,Munich-DE
62.115.45.215,Denver-US
62.115.45.215,Bratislava-SK
62.115.45.215,Charlotte-US
62.115.45.215,Cleveland-US
62.115.45.215,Zagreb-HR
62.115.45.215,Reading-GB
62.115.45.215,Newark-US
62.115.45.215,Frankfurt-DE
62.115.45.215,Milan-IT
62.115.45.215,Manchester-GB
62.115.45.215,Toronto-CA
62.115.45.215,Minneapolis-US
62.115.45.215,Hamburg-DE
62.115.45.215,Dusseldorf-DE
62.115.45.215,Singapore-SG
195.85.217.4,Frankfurt-DE
195.85.217.4,Nurnberg-DE
195.35.65.221,Kiev-UA
81.25.229.1,
217.239.44.130,Vienna-AT
217.239.44.130,Frankfurt-DE
217.239.44.130,Munich-DE
217.239.44.130,Berlin-DE
213.172.120.17,Frankfurt-DE
213.172.120.17,Dusseldorf-DE
12.90.103.74,
192.129.112.1,
85.119.200.54,Frankfurt-DE
193.178.185.41,Berlin-DE
77.67.93.178,
80.81.192.100,Frankfurt-DE
217.239.60.6,Frankfurt-DE
217.239.60.6,Amsterdam-NL
217.239.60.6,Zwolle-NL
80.81.203.111,Hamburg-DE
194.59.190.86,Frankfurt-DE
212.162.43.138,
217.5.71.54,
217.239.46.242,Vienna-AT
217.239.46.242,Frankfurt-DE
217.239.46.242,Berlin-DE
217.0.198.253,
217.239.48.162,Munich-DE
217.5.110.162,Vienna-AT
217.5.110.162,Frankfurt-DE
217.5.110.162,Amsterdam-NL
217.5.110.162,Zwolle-NL
217.5.110.162,Zurich-CH
217.5.110.162,Berlin-DE
217.5.110.162,London-GB
217.5.110.162,Munich-DE
62.53.8.40,
62.69.146.82,Frankfurt-DE
62.69.146.82,Amsterdam-NL
216.66.89.202,Dusseldorf-DE
216.66.89.202,Frankfurt-DE
216.66.89.202,Davenport-US
216.66.89.202,Minneapolis-US
216.66.89.202,Winnipeg-CA
216.66.89.202,Berlin-DE
144.232.22.145,
144.232.3.172,
160.81.140.230,
65.172.255.3,
168.209.88.214,
196.34.85.33,
196.34.85.34,
41.191.91.2,
41.191.89.1,
188.192.156.1,
85.236.201.132,Frankfurt-DE
85.236.201.132,Stuttgart-DE
217.5.94.49,Vienna-AT
217.5.94.49,Frankfurt-DE
217.5.94.49,Amsterdam-NL
217.5.94.49,Zwolle-NL
217.5.94.49,Zurich-CH
217.5.94.49,Berlin-DE
217.5.94.49,London-GB
217.5.94.49,Munich-DE
213.248.77.31,
185.124.72.5,
62.154.14.142,Vienna-AT
62.154.14.142,Frankfurt-DE
62.154.14.142,Amsterdam-NL
62.154.14.142,Zwolle-NL
62.154.14.142,Zurich-CH
62.154.14.142,Berlin-DE
62.154.14.142,London-GB
62.154.14.142,Munich-DE
166.49.237.232,
166.49.222.102,Frankfurt-DE
194.25.211.99,Frankfurt-DE
194.25.211.99,Amsterdam-NL
194.25.211.99,Berlin-DE
194.25.211.99,Hamburg-DE
194.25.211.99,Dusseldorf-DE
185.206.209.1,Frankfurt-DE
185.206.209.67,Frankfurt-DE
185.206.209.66,Frankfurt-DE
62.154.15.10,Vienna-AT
62.154.15.10,Frankfurt-DE
62.154.15.10,Zurich-CH
62.154.15.10,Dusseldorf-DE
185.1.74.3,Berlin-DE
62.69.146.107,Frankfurt-DE
85.158.4.235,
85.158.6.113,Frankfurt-DE
80.81.203.20,Hamburg-DE
80.81.203.20,Dusseldorf-DE
185.39.20.106,Frankfurt-DE
62.154.4.141,Vienna-AT
62.154.4.141,Frankfurt-DE
62.154.4.141,Berlin-DE
212.119.15.2,Frankfurt-DE
194.146.118.36,Frankfurt-DE
217.5.101.254,
217.5.101.26,
87.186.183.26,
94.135.118.115,Amsterdam-NL
217.239.39.38,Frankfurt-DE
80.81.195.123,Frankfurt-DE
192.109.82.73,Frankfurt-DE
62.159.98.53,Berlin-DE
62.159.98.53,Frankfurt-DE
87.128.232.234,Berlin-DE
80.81.193.135,Frankfurt-DE
212.12.34.109,Hamburg-DE
212.12.34.109,Frankfurt-DE
80.81.194.157,Frankfurt-DE
185.240.52.41,Berlin-DE
62.214.38.55,Frankfurt-DE
217.69.241.77,
129.13.70.17,Karlsruhe-DE
212.74.86.39,
213.41.29.238,
212.123.211.202,
80.81.193.88,Frankfurt-DE
213.95.0.110,Frankfurt-DE
80.81.195.215,Frankfurt-DE
213.209.105.138,Frankfurt-DE
213.209.105.138,Dusseldorf-DE
193.189.82.125,Frankfurt-DE
212.74.76.77,
80.81.193.175,Frankfurt-DE
80.81.192.88,Berlin-DE
80.81.192.88,Frankfurt-DE
80.81.192.88,Dusseldorf-DE
80.81.194.255,Frankfurt-DE
88.217.151.115,New York-US
88.217.151.115,Lisbon-PT
88.217.151.115,Amsterdam-NL
88.217.151.115,Zurich-CH
88.217.151.115,San Jose-US
88.217.151.115,Chicago-US
88.217.151.115,Prague-CZ
88.217.151.115,Moscow-RU
88.217.151.115,Los Angeles-US
88.217.151.115,Seattle-US
88.217.151.115,Stockholm-SE
88.217.151.115,Kobenhavn-DK
88.217.151.115,Bucharest-RO
88.217.151.115,Helsinki-FI
88.217.151.115,Paris-FR
88.217.151.115,Berlin-DE
88.217.151.115,Madrid-ES
88.217.151.115,Sydney-AU
88.217.151.115,Vienna-AT
88.217.151.115,Salzburg-AT
88.217.151.115,Nurnberg-DE
88.217.151.115,Miami-US
88.217.151.115,Riga-LV
88.217.151.115,Barcelona-ES
88.217.151.115,Marseille-FR
88.217.151.115,Zwolle-NL
88.217.151.115,Dublin-IE
88.217.151.115,Johannesburg-ZA
88.217.151.115,Basel-CH
88.217.151.115,Geneva-CH
88.217.151.115,Munich-DE
88.217.151.115,London-GB
88.217.151.115,Houston-US
88.217.151.115,Warsaw-PL
88.217.151.115,Milan-IT
88.217.151.115,Frankfurt-DE
88.217.151.115,Dresden-DE
88.217.151.115,Sofia-BG
88.217.151.115,Las Vegas-US
88.217.151.115,Manchester-GB
88.217.151.115,Toronto-CA
88.217.151.115,St. Petersburg-RU
88.217.151.115,Oslo-NO
88.217.151.115,Hamburg-DE
88.217.151.115,Dusseldorf-DE
88.217.151.115,Singapore-SG
84.39.109.147,Frankfurt-DE
4.49.110.18,
64.58.254.225,
208.103.114.66,
80.81.193.125,Frankfurt-DE
194.146.118.6,Frankfurt-DE
193.189.82.36,
194.9.117.5,Frankfurt-DE
82.100.228.93,Frankfurt-DE
82.100.228.93,Dusseldorf-DE
109.73.31.205,Frankfurt-DE
109.73.31.205,Dusseldorf-DE
109.73.31.49,Frankfurt-DE
109.73.31.49,Dusseldorf-DE
185.1.58.3,
80.81.203.21,Dusseldorf-DE
80.228.98.26,Frankfurt-DE
80.81.194.253,Frankfurt-DE
80.81.202.4,Munich-DE
88.79.16.121,Berlin-DE
88.79.16.121,Munich-DE
145.253.159.106,Berlin-DE
145.253.159.106,Munich-DE
80.72.130.170,Berlin-DE
80.72.130.170,Munich-DE
80.72.129.149,Frankfurt-DE
80.72.129.190,Frankfurt-DE
87.230.115.7,Amsterdam-NL
80.81.202.70,Dusseldorf-DE
88.79.16.117,Berlin-DE
88.79.16.117,Munich-DE
193.189.82.200,Frankfurt-DE
62.156.131.50,Vienna-AT
62.156.131.50,Frankfurt-DE
62.156.131.50,Zurich-CH
62.156.131.50,Dusseldorf-DE
200.23.206.20,Santiago-CL
216.241.0.23,Santiago-CL
200.23.206.94,Santiago-CL
194.54.95.241,Frankfurt-DE
80.81.194.34,Frankfurt-DE
5.230.1.158,Frankfurt-DE
109.230.225.142,Frankfurt-DE
80.81.192.185,Frankfurt-DE
80.81.194.238,Frankfurt-DE
212.63.94.159,Frankfurt-DE
82.135.16.91,New York-US
82.135.16.91,Lisbon-PT
82.135.16.91,Amsterdam-NL
82.135.16.91,Zurich-CH
82.135.16.91,San Jose-US
82.135.16.91,Chicago-US
82.135.16.91,Prague-CZ
82.135.16.91,Moscow-RU
82.135.16.91,Los Angeles-US
82.135.16.91,Seattle-US
82.135.16.91,Stockholm-SE
82.135.16.91,Kobenhavn-DK
82.135.16.91,Bucharest-RO
82.135.16.91,Helsinki-FI
82.135.16.91,Paris-FR
82.135.16.91,Berlin-DE
82.135.16.91,Madrid-ES
82.135.16.91,Sydney-AU
82.135.16.91,Vienna-AT
82.135.16.91,Salzburg-AT
82.135.16.91,Nurnberg-DE
82.135.16.91,Miami-US
82.135.16.91,Riga-LV
82.135.16.91,Barcelona-ES
82.135.16.91,Marseille-FR
82.135.16.91,Zwolle-NL
82.135.16.91,Dublin-IE
82.135.16.91,Johannesburg-ZA
82.135.16.91,Basel-CH
82.135.16.91,Geneva-CH
82.135.16.91,Munich-DE
82.135.16.91,London-GB
82.135.16.91,Houston-US
82.135.16.91,Warsaw-PL
82.135.16.91,Milan-IT
82.135.16.91,Frankfurt-DE
82.135.16.91,Dresden-DE
82.135.16.91,Sofia-BG
82.135.16.91,Las Vegas-US
82.135.16.91,Manchester-GB
82.135.16.91,Toronto-CA
82.135.16.91,St. Petersburg-RU
82.135.16.91,Oslo-NO
82.135.16.91,Hamburg-DE
82.135.16.91,Dusseldorf-DE
82.135.16.91,Singapore-SG
82.82.28.158,Amsterdam-NL
82.82.28.158,Frankfurt-DE
212.63.89.131,Amsterdam-NL
212.63.89.131,Frankfurt-DE
87.245.233.141,New York-US
87.245.233.141,Amsterdam-NL
87.245.233.141,Zurich-CH
87.245.233.141,Los Angeles-US
87.245.233.141,Moscow-RU
87.245.233.141,Stockholm-SE
87.245.233.141,Kobenhavn-DK
87.245.233.141,Vienna-AT
87.245.233.141,Barcelona-ES
87.245.233.141,Marseille-FR
87.245.233.141,Geneva-CH
87.245.233.141,Munich-DE
87.245.233.141,Warsaw-PL
87.245.233.141,Milan-IT
87.245.233.141,Frankfurt-DE
87.245.233.141,Toronto-CA
87.245.233.141,Hamburg-DE
87.245.233.141,Dusseldorf-DE
212.63.89.133,Amsterdam-NL
212.63.89.133,Frankfurt-DE
185.1.119.94,Frankfurt-DE
95.131.96.34,Frankfurt-DE
212.63.94.147,Frankfurt-DE
195.14.195.53,Frankfurt-DE
62.115.50.82,Hamburg-DE
62.115.50.82,Frankfurt-DE
62.115.50.82,Dusseldorf-DE
193.189.82.182,Frankfurt-DE
194.146.118.90,Frankfurt-DE
212.18.6.182,New York-US
212.18.6.182,Lisbon-PT
212.18.6.182,Amsterdam-NL
212.18.6.182,Zurich-CH
212.18.6.182,San Jose-US
212.18.6.182,Chicago-US
212.18.6.182,Prague-CZ
212.18.6.182,Moscow-RU
212.18.6.182,Los Angeles-US
212.18.6.182,Seattle-US
212.18.6.182,Stockholm-SE
212.18.6.182,Kobenhavn-DK
212.18.6.182,Bucharest-RO
212.18.6.182,Helsinki-FI
212.18.6.182,Paris-FR
212.18.6.182,Berlin-DE
212.18.6.182,Madrid-ES
212.18.6.182,Sydney-AU
212.18.6.182,Vienna-AT
212.18.6.182,Salzburg-AT
212.18.6.182,Nurnberg-DE
